ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Woo Variation Gallery Images,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Meta: _wp_page_template,Meta: _product_video_gallery,Meta: _product_video_code,Meta: _product_video_autoplay,Meta: _et_quantity_type,Meta: _et_quantity_ranges,Meta: _sale_price_time_start,Meta: _sale_price_time_end,Meta: _et_gtin,Meta: _et_primary_category,Meta: _et_sale_counter,Meta: _et_single_layout,Meta: _et_additional_block,Meta: _et_product_slider,Meta: _et_single_thumbnail_hover,Meta: _et_product_view_hover,Meta: _et_product_view_color,Meta: _et_product_video_thumbnail,Meta: _eael_post_view_count,Meta: _yoast_wpseo_primary_brand,Meta: _yoast_wpseo_primary_product_brand,Meta: _yoast_wpseo_primary_product_cat,Meta: _yoast_wpseo_content_score,Meta: _yoast_wpseo_estimated-reading-time-minutes,Meta: is_jewellery_product,Meta: its_jp_gold_types,Meta: its_jp_gold_weight,Meta: its_jp_gold_making_charge,Meta: its_jp_gold_wastage_charge,Meta: its_jp_gold_discount,Meta: its_jp_gold_making_charge_discount,Meta: its_jp_gold_wastage_charge_discount,Meta: gold_making_charge_amount,Meta: gold_wastage_charge_amount,Meta: gold_value,Meta: only_metals_total,Meta: making_charges_total,Meta: wastage_charges_total,Meta: itsjp_subtotal,Meta: itsjp_totaltax,Meta: metals_total,Meta: extra_field_costs,Meta: additionalPercentage,Meta: metals_diff_gst,Meta: gstPercentage,Meta: grand_final_price,Meta: final_price,Meta: round_off,Meta: its_jp_diamond_types,Meta: its_jp_diamond_weight,Meta: its_jp_diamond_making_charge,Meta: its_jp_diamond_wastage_charge,Meta: its_jp_diamond_discount,Meta: its_jp_diamond_making_charge_discount,Meta: its_jp_diamond_wastage_charge_discount,Meta: diamond_making_charge_amount,Meta: diamond_wastage_charge_amount,Meta: diamond_value,Meta: _wp_desired_post_slug,Meta: rs_page_bg_color,Meta: _wp_old_date,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global
3468,variation,,,Lustre Drop,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,18609.0,,,,https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15050-R2.jpg,,,id:3460,,,,,,1,,,Color,Rose Gold,,1,Option,SIZE1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,Gold 14ct,1.23,1800.0,,,,,2214.0,0.0,7995.0,16395.0,2214.0,0.0,18609.0,0.0,18609.0,0.0,0.0,0.0,0.0,18609.0,18609.0,0.0,FG VVS VS - 0.21 - 0.99,0.42,,,,,,0.0,0.0,8400.0,,,,Gold,Gold 14ct,,1.0
3469,variation,,,Lustre Drop,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,18354.0,,,,https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15050-R1-1.jpg,,,id:3460,,,,,,2,,,Color,Rose Gold,,1,Option,SIZE1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,Gold 18ct,1.23,1800.0,,,,,2214.0,0.0,9840.0,16140.0,2214.0,0.0,18354.0,0.0,18354.0,0.0,0.0,0.0,0.0,18354.0,18354.0,0.0,FG VVS VS - 0.01 - 0.20,0.42,,,,,,0.0,0.0,6300.0,,,,Gold,Gold 18ct,,1.0
3470,variation,,,Lustre Drop,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,29583.0,,,,https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15050-R2.jpg,,,id:3460,,,,,,3,,,Color,Rose Gold,,1,Option,SIZE2,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,Gold 14ct,2.01,1800.0,,,,,3618.0,0.0,13065.0,25965.0,3618.0,0.0,29583.0,0.0,29583.0,0.0,0.0,0.0,0.0,29583.0,29583.0,0.0,FG VVS VS - 0.01 - 0.20,0.86,,,,,,0.0,0.0,12900.0,,,,Gold,Gold 14ct,,1.0
3471,variation,,,Lustre Drop,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,32598.0,,,,https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15050-R1-1.jpg,,,id:3460,,,,,,4,,,Color,Rose Gold,,1,Option,SIZE2,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,Gold 18ct,2.01,1800.0,,,,,3618.0,0.0,16080.0,28980.0,3618.0,0.0,32598.0,0.0,32598.0,0.0,0.0,0.0,0.0,32598.0,32598.0,0.0,FG VVS VS - 0.01 - 0.20,0.86,,,,,,0.0,0.0,12900.0,,,,Gold,Gold 18ct,,1.0
3472,variation,,,Lustre Drop,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,37652.0,,,,https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15050-R2.jpg,,,id:3460,,,,,,5,,,Color,Rose Gold,,1,Option,SIZE3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,Gold 14ct,2.44,1800.0,,,,,4392.0,0.0,15860.0,33260.0,4392.0,0.0,37652.0,0.0,37652.0,0.0,0.0,0.0,0.0,37652.0,37652.0,0.0,FG VVS VS - 0.01 - 0.20,1.16,,,,,,0.0,0.0,17400.0,,,,Gold,Gold 14ct,,1.0
3473,variation,,,Lustre Drop,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,41312.0,,,,https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15050-R2.jpg,,,id:3460,,,,,,6,,,Color,Rose Gold,,1,Option,SIZE3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,Gold 18ct,2.44,1800.0,,,,,4392.0,0.0,19520.0,36920.0,4392.0,0.0,41312.0,0.0,41312.0,0.0,0.0,0.0,0.0,41312.0,41312.0,0.0,FG VVS VS - 0.01 - 0.20,1.16,,,,,,0.0,0.0,17400.0,,,,Gold,Gold 18ct,,1.0
3474,variation,,,Lustre Drop,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,46219.0,,,,https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15050-R2.jpg,,,id:3460,,,,,,7,,,Color,Rose Gold,,1,Option,SIZE4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,Gold 14ct,2.93,1800.0,,,,,5274.0,0.0,19045.0,40945.0,5274.0,0.0,46219.0,0.0,46219.0,0.0,0.0,0.0,0.0,46219.0,46219.0,0.0,FG VVS VS - 0.01 - 0.20,1.46,,,,,,0.0,0.0,21900.0,,,,Gold,Gold 14ct,,1.0
3475,variation,,,Lustre Drop,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,50614.0,,,,https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15050-R1-1.jpg,,,id:3460,,,,,,8,,,Color,Rose Gold,,1,Option,SIZE4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,Gold 18ct,2.93,1800.0,,,,,5274.0,0.0,23440.0,45340.0,5274.0,0.0,50614.0,0.0,50614.0,0.0,0.0,0.0,0.0,50614.0,50614.0,0.0,FG VVS VS - 0.01 - 0.20,1.46,,,,,,0.0,0.0,21900.0,,,,Gold,Gold 18ct,,1.0
3476,variation,,,Lustre Drop,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,16509.0,,,,https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15050-W2.jpg,,,id:3460,,,,,,9,,,Color,White Gold,,1,Option,SIZE1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,Gold 14ct,1.23,1800.0,,,,,2214.0,0.0,7995.0,14295.0,2214.0,0.0,16509.0,0.0,16509.0,0.0,0.0,0.0,0.0,16509.0,16509.0,0.0,FG VVS VS - 0.01 - 0.20,0.42,,,,,,0.0,0.0,6300.0,,,,Gold,Gold 14ct,,1.0
3477,variation,,,Lustre Drop,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,18354.0,,,,https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15050-W1.jpg,,,id:3460,,,,,,10,,,Color,White Gold,,1,Option,SIZE1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,Gold 18ct,1.23,1800.0,,,,,2214.0,0.0,9840.0,16140.0,2214.0,0.0,18354.0,0.0,18354.0,0.0,0.0,0.0,0.0,18354.0,18354.0,0.0,FG VVS VS - 0.01 - 0.20,0.42,,,,,,0.0,0.0,6300.0,,,,Gold,Gold 18ct,,1.0
3478,variation,,,Lustre Drop,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,29583.0,,,,https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15050-W2.jpg,,,id:3460,,,,,,11,,,Color,White Gold,,1,Option,SIZE2,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,Gold 14ct,2.01,1800.0,,,,,3618.0,0.0,13065.0,25965.0,3618.0,0.0,29583.0,0.0,29583.0,0.0,0.0,0.0,0.0,29583.0,29583.0,0.0,FG VVS VS - 0.01 - 0.20,0.86,,,,,,0.0,0.0,12900.0,,,,Gold,Gold 14ct,,1.0
3479,variation,,,Lustre Drop,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,32598.0,,,,https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15050-W1.jpg,,,id:3460,,,,,,12,,,Color,White Gold,,1,Option,SIZE2,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,Gold 18ct,2.01,1800.0,,,,,3618.0,0.0,16080.0,28980.0,3618.0,0.0,32598.0,0.0,32598.0,0.0,0.0,0.0,0.0,32598.0,32598.0,0.0,FG VVS VS - 0.01 - 0.20,0.86,,,,,,0.0,0.0,12900.0,,,,Gold,Gold 18ct,,1.0
3480,variation,,,Lustre Drop,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,37652.0,,,,https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15050-W1.jpg,,,id:3460,,,,,,13,,,Color,White Gold,,1,Option,SIZE3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,Gold 14ct,2.44,1800.0,,,,,4392.0,0.0,15860.0,33260.0,4392.0,0.0,37652.0,0.0,37652.0,0.0,0.0,0.0,0.0,37652.0,37652.0,0.0,FG VVS VS - 0.01 - 0.20,1.16,,,,,,0.0,0.0,17400.0,,,,Gold,Gold 14ct,,1.0
3481,variation,,,Lustre Drop,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,41312.0,,,,https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15050-W2.jpg,,,id:3460,,,,,,14,,,Color,White Gold,,1,Option,SIZE3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,Gold 18ct,2.44,1800.0,,,,,4392.0,0.0,19520.0,36920.0,4392.0,0.0,41312.0,0.0,41312.0,0.0,0.0,0.0,0.0,41312.0,41312.0,0.0,FG VVS VS - 0.01 - 0.20,1.16,,,,,,0.0,0.0,17400.0,,,,Gold,Gold 18ct,,1.0
3482,variation,,,Lustre Drop,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,46219.0,,,,https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15050-W2.jpg,,,id:3460,,,,,,15,,,Color,White Gold,,1,Option,SIZE4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,Gold 14ct,2.93,1800.0,,,,,5274.0,0.0,19045.0,40945.0,5274.0,0.0,46219.0,0.0,46219.0,0.0,0.0,0.0,0.0,46219.0,46219.0,0.0,FG VVS VS - 0.01 - 0.20,1.46,,,,,,0.0,0.0,21900.0,,,,Gold,Gold 14ct,,1.0
3483,variation,,,Lustre Drop,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,50614.0,,,,https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15050-W2.jpg,,,id:3460,,,,,,16,,,Color,White Gold,,1,Option,SIZE4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,Gold 18ct,2.93,1800.0,,,,,5274.0,0.0,23440.0,45340.0,5274.0,0.0,50614.0,0.0,50614.0,0.0,0.0,0.0,0.0,50614.0,50614.0,0.0,FG VVS VS - 0.01 - 0.20,1.46,,,,,,0.0,0.0,21900.0,,,,Gold,Gold 18ct,,1.0
3484,variation,,,Lustre Drop,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0.0,,,,https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15050-Y2.jpg,,,id:3460,,,,,,17,,,Color,Yellow Gold,,1,Option,SIZE1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,Gold 14ct,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,FG VVS VS - 0.01 - 0.20,,,,,,,,,,,,,Gold,Gold 14ct,,1.0
3485,variation,,,Lustre Drop,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3460,,,,,,18,,,Color,Yellow Gold,,1,Option,SIZE1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gold,Gold 18ct,,1.0
3486,variation,,,Lustre Drop,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3460,,,,,,19,,,Color,Yellow Gold,,1,Option,SIZE2,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gold,Gold 14ct,,1.0
3487,variation,,,Lustre Drop,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3460,,,,,,20,,,Color,Yellow Gold,,1,Option,SIZE2,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gold,Gold 18ct,,1.0
3488,variation,,,Lustre Drop,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,37652.0,,,,https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15050-Y2.jpg,,,id:3460,,,,,,21,,,Color,Yellow Gold,,1,Option,SIZE3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,Gold 14ct,2.44,1800.0,,,,,4392.0,0.0,15860.0,33260.0,4392.0,0.0,37652.0,0.0,37652.0,0.0,0.0,0.0,0.0,37652.0,37652.0,0.0,FG VVS VS - 0.01 - 0.20,1.16,,,,,,0.0,0.0,17400.0,,,,Gold,Gold 14ct,,1.0
3489,variation,,,Lustre Drop,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,41312.0,,,,https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15050-Y1.jpg,,,id:3460,,,,,,22,,,Color,Yellow Gold,,1,Option,SIZE3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,Gold 18ct,2.44,1800.0,,,,,4392.0,0.0,19520.0,36920.0,4392.0,0.0,41312.0,0.0,41312.0,0.0,0.0,0.0,0.0,41312.0,41312.0,0.0,FG VVS VS - 0.01 - 0.20,1.16,,,,,,0.0,0.0,17400.0,,,,Gold,Gold 18ct,,1.0
3490,variation,,,Lustre Drop,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,46219.0,,,,https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15050-Y1.jpg,,,id:3460,,,,,,23,,,Color,Yellow Gold,,1,Option,SIZE4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,Gold 14ct,2.93,1800.0,,,,,5274.0,0.0,19045.0,40945.0,5274.0,0.0,46219.0,0.0,46219.0,0.0,0.0,0.0,0.0,46219.0,46219.0,0.0,FG VVS VS - 0.01 - 0.20,1.46,,,,,,0.0,0.0,21900.0,,,,Gold,Gold 14ct,,1.0
3491,variation,,,Lustre Drop,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,50614.0,,,,https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15050-Y2.jpg,,,id:3460,,,,,,24,,,Color,Yellow Gold,,1,Option,SIZE4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,Gold 18ct,2.93,1800.0,,,,,5274.0,0.0,23440.0,45340.0,5274.0,0.0,50614.0,0.0,50614.0,0.0,0.0,0.0,0.0,50614.0,50614.0,0.0,FG VVS VS - 0.01 - 0.20,1.46,,,,,,0.0,0.0,21900.0,,,,Gold,Gold 18ct,,1.0
3494,variable,,,Celeste Amour,1,0,visible,"Celebrate love in its purest form with the <em data-start=""174"" data-end=""189"">Celeste Amour</em> pendant. A brilliant heart-shaped diamond lies at the center, embraced by a radiant halo of round diamonds and a sparkling bail, all set in romantic gold. A timeless expression of affection, elegance, and everlasting charm.",,,,taxable,,1,,,0,0,,,,,0,,,,Uncategorized,,,"https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15051-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15051-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15051-R1-1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15051-W1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15051-W2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15051-Y1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15051-Y2.jpg",,,,,,,,,0,,,Color,"Rose Gold, White Gold, Yellow Gold",1.0,1,option,"SIZE1, SIZE2, SIZE3, SIZE4",1.0,0.0,default,,,,,,Array,Array,,auto,disable,standard,0.0,inherit,inherit,inherit,inherit,inherit,5.0,,,,90.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gold,"Gold 14ct, Gold 18ct",1.0,1.0
3502,variation,,,Celeste Amour,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,20499.0,,,,https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15051-R1-1.jpg,,,id:3494,,,,,,1,,,Color,Rose Gold,,1,option,SIZE1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,Gold 14ct,1.53,1800.0,,,,,2754.0,0.0,9945.0,17745.0,2754.0,0.0,20499.0,0.0,20499.0,0.0,0.0,0.0,0.0,20499.0,20499.0,0.0,FG VVS VS - 0.01 - 0.20,0.52,,,,,,0.0,0.0,7800.0,,,,Gold,Gold 14ct,,1.0
3503,variation,,,Celeste Amour,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,22794.0,,,,https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15051-R1-1.jpg,,,id:3494,,,,,,2,,,Color,Rose Gold,,1,option,SIZE1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,Gold 18ct,1.53,1800.0,,,,,2754.0,0.0,12240.0,20040.0,2754.0,0.0,22794.0,0.0,22794.0,0.0,0.0,0.0,0.0,22794.0,22794.0,0.0,FG VVS VS - 0.01 - 0.20,0.52,,,,,,0.0,0.0,7800.0,,,,Gold,Gold 18ct,,1.0
3504,variation,,,Celeste Amour,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,31715.0,,,,https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15051-R1-1.jpg,,,id:3494,,,,,,3,,,Color,Rose Gold,,1,option,SIZE2,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,Gold 14ct,2.05,1800.0,,,,,3690.0,0.0,13325.0,28025.0,3690.0,0.0,31715.0,0.0,31715.0,0.0,0.0,0.0,0.0,31715.0,31715.0,0.0,FG VVS VS - 0.01 - 0.20,0.98,,,,,,0.0,0.0,14700.0,,,,Gold,Gold 14ct,,1.0
3505,variation,,,Celeste Amour,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,34790.0,,,,https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15051-R2.jpg,,,id:3494,,,,,,4,,,Color,Rose Gold,,1,option,SIZE2,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,Gold 18ct,2.05,1800.0,,,,,3690.0,0.0,16400.0,31100.0,3690.0,0.0,34790.0,0.0,34790.0,0.0,0.0,0.0,0.0,34790.0,34790.0,0.0,FG VVS VS - 0.01 - 0.20,0.98,,,,,,0.0,0.0,14700.0,,,,Gold,Gold 18ct,,1.0
3506,variation,,,Celeste Amour,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,43180.0,,,,https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15051-R1-1.jpg,,,id:3494,,,,,,5,,,Color,Rose Gold,,1,option,SIZE3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,Gold 14ct,2.6,1800.0,,,,,4680.0,0.0,16900.0,38500.0,4680.0,0.0,43180.0,0.0,43180.0,0.0,0.0,0.0,0.0,43180.0,43180.0,0.0,FG VVS VS - 0.01 - 0.20,1.44,,,,,,0.0,0.0,21600.0,,,,Gold,Gold 14ct,,1.0
3507,variation,,,Celeste Amour,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,47080.0,,,,https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15051-R1-1.jpg,,,id:3494,,,,,,6,,,Color,Rose Gold,,1,option,SIZE3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,Gold 18ct,2.6,1800.0,,,,,4680.0,0.0,20800.0,42400.0,4680.0,0.0,47080.0,0.0,47080.0,0.0,0.0,0.0,0.0,47080.0,47080.0,0.0,FG VVS VS - 0.01 - 0.20,1.44,,,,,,0.0,0.0,21600.0,,,,Gold,Gold 18ct,,1.0
3508,variation,,,Celeste Amour,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,53656.0,,,,https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15051-R1-1.jpg,,,id:3494,,,,,,7,,,Color,Rose Gold,,1,option,SIZE4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,Gold 14ct,3.32,1800.0,,,,,5976.0,0.0,21580.0,47680.0,5976.0,0.0,53656.0,0.0,53656.0,0.0,0.0,0.0,0.0,53656.0,53656.0,0.0,FG VVS VS - 0.01 - 0.20,1.74,,,,,,0.0,0.0,26100.0,,,,Gold,Gold 14ct,,1.0
3509,variation,,,Celeste Amour,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,58636.0,,,,https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15051-R2.jpg,,,id:3494,,,,,,8,,,Color,Rose Gold,,1,option,SIZE4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,Gold 18ct,3.32,1800.0,,,,,5976.0,0.0,26560.0,52660.0,5976.0,0.0,58636.0,0.0,58636.0,0.0,0.0,0.0,0.0,58636.0,58636.0,0.0,FG VVS VS - 0.01 - 0.20,1.74,,,,,,0.0,0.0,26100.0,,,,Gold,Gold 18ct,,1.0
3510,variation,,,Celeste Amour,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,20499.0,,,,https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15051-W1.jpg,,,id:3494,,,,,,9,,,Color,White Gold,,1,option,SIZE1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,Gold 14ct,1.53,1800.0,,,,,2754.0,0.0,9945.0,17745.0,2754.0,0.0,20499.0,0.0,20499.0,0.0,0.0,0.0,0.0,20499.0,20499.0,0.0,FG VVS VS - 0.01 - 0.20,0.52,,,,,,0.0,0.0,7800.0,,,,Gold,Gold 14ct,,1.0
3511,variation,,,Celeste Amour,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,22794.0,,,,https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15051-W2.jpg,,,id:3494,,,,,,10,,,Color,White Gold,,1,option,SIZE1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,Gold 18ct,1.53,1800.0,,,,,2754.0,0.0,12240.0,20040.0,2754.0,0.0,22794.0,0.0,22794.0,0.0,0.0,0.0,0.0,22794.0,22794.0,0.0,FG VVS VS - 0.01 - 0.20,0.52,,,,,,0.0,0.0,7800.0,,,,Gold,Gold 18ct,,1.0
3512,variation,,,Celeste Amour,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,31715.0,,,,https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15051-W2.jpg,,,id:3494,,,,,,11,,,Color,White Gold,,1,option,SIZE2,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,Gold 14ct,2.05,1800.0,,,,,3690.0,0.0,13325.0,28025.0,3690.0,0.0,31715.0,0.0,31715.0,0.0,0.0,0.0,0.0,31715.0,31715.0,0.0,FG VVS VS - 0.01 - 0.20,0.98,,,,,,0.0,0.0,14700.0,,,,Gold,Gold 14ct,,1.0
3513,variation,,,Celeste Amour,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,34790.0,,,,https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15051-W1.jpg,,,id:3494,,,,,,12,,,Color,White Gold,,1,option,SIZE2,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,Gold 18ct,2.05,1800.0,,,,,3690.0,0.0,16400.0,31100.0,3690.0,0.0,34790.0,0.0,34790.0,0.0,0.0,0.0,0.0,34790.0,34790.0,0.0,FG VVS VS - 0.01 - 0.20,0.98,,,,,,0.0,0.0,14700.0,,,,Gold,Gold 18ct,,1.0
3514,variation,,,Celeste Amour,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,43180.0,,,,https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15051-W2.jpg,,,id:3494,,,,,,13,,,Color,White Gold,,1,option,SIZE3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,Gold 14ct,2.6,1800.0,,,,,4680.0,0.0,16900.0,38500.0,4680.0,0.0,43180.0,0.0,43180.0,0.0,0.0,0.0,0.0,43180.0,43180.0,0.0,FG VVS VS - 0.01 - 0.20,1.44,,,,,,0.0,0.0,21600.0,,,,Gold,Gold 14ct,,1.0
3515,variation,,,Celeste Amour,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,47080.0,,,,https://rareregalia.com/wp-content/uploads/2025/07/DOC-PD-15051-W1.jpg,,,id:3494,,,,,,14,,,Color,White Gold,,1,option,SIZE3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,yes,Gold 18ct,2.6,1800.0,,,,,4680.0,0.0,20800.0,42400.0,4680.0,0.0,47080.0,0.0,47080.0,0.0,0.0,0.0,0.0,47080.0,47080.0,0.0,FG VVS VS - 0.01 - 0.20,1.44,,,,,,0.0,0.0,21600.0,,,,Gold,Gold 18ct,,1.0
