SKU         , Product_ID, Variant_ID, Product_Name                     , Variant_Name                                              , Category                              , Status, Metal_Type , Metal_Karat, Size    , Price_INR, Base_Price, Featured, Stock_Quantity, Gold_Weight_Grams  , Gold_Purity, Gold_Weight_Vendor , Diamond_Weight_Carats, Diamond_Weight_Vendor, Diamond_Count_Total, Diamond_Count_Other, Diamond_Shapes  , Diamond_Sizes_MM, Diamond_Cuts, Diamond_Quality_Grades, Diamond_Shape_Details                      , Making_Charges, Primary_Image_URL                                                       , All_Images                                                                                                                                                                                                                                                                                    , Total_Images, Style_Number , Product_Description                                                                                                                                                          , Created_Date, Total_Specs_Available
17051-Ro-58 , 26-17051  ,         58, Celeste Loops Earrings           , "Celeste Loops Earrings - Rose Gold, Gold 18ct"           , Earrings                              , active, Rose Gold  , 14kt       , Standard,       0.0,           ,        0,             10,  3.7554399999999992, 18kt       ,  3.7554399999999992,                 0.64 ,                 0.64 ,               172.0,                 0.0,                 ,                 ,             ,                       ,                                            ,               , https://rareregalia.com/wp-content/uploads/2025/07/17051-R1.jpg         , https://rareregalia.com/wp-content/uploads/2025/07/17051-R1.jpg; https://rareregalia.com/wp-content/uploads/2025/07/17051-R2.jpg; https://rareregalia.com/wp-content/uploads/2025/07/17051-R3.jpg; https://rareregalia.com/wp-content/uploads/2025/07/17051-R4.jpg                            ,            4,              ,                                                                                                                                                                              , 2025-09-15  ,                    10
17051-Wh-59 , 26-17051  ,         59, Celeste Loops Earrings           , "Celeste Loops Earrings - White Gold, Gold 14ct"          , Earrings                              , active, White Gold , 14kt       , Standard,       0.0,           ,        0,             10,  3.7554399999999992, 18kt       ,  3.7554399999999992,                 0.64 ,                 0.64 ,               172.0,                 0.0,                 ,                 ,             ,                       ,                                            ,               , https://rareregalia.com/wp-content/uploads/2025/07/17051-W1.jpg         , https://rareregalia.com/wp-content/uploads/2025/07/17051-W1.jpg; https://rareregalia.com/wp-content/uploads/2025/07/17051-W2.jpg; https://rareregalia.com/wp-content/uploads/2025/07/17051-W3.jpg; https://rareregalia.com/wp-content/uploads/2025/07/17051-W4.jpg                            ,            4,              ,                                                                                                                                                                              , 2025-09-15  ,                    10
17051-Wh-60 , 26-17051  ,         60, Celeste Loops Earrings           , "Celeste Loops Earrings - White Gold, Gold 18ct"          , Earrings                              , active, White Gold , 14kt       , Standard,       0.0,           ,        0,             10,  3.7554399999999992, 18kt       ,  3.7554399999999992,                 0.64 ,                 0.64 ,               172.0,                 0.0,                 ,                 ,             ,                       ,                                            ,               , https://rareregalia.com/wp-content/uploads/2025/07/17051-W1.jpg         , https://rareregalia.com/wp-content/uploads/2025/07/17051-W1.jpg; https://rareregalia.com/wp-content/uploads/2025/07/17051-W2.jpg; https://rareregalia.com/wp-content/uploads/2025/07/17051-W3.jpg; https://rareregalia.com/wp-content/uploads/2025/07/17051-W4.jpg                            ,            4,              ,                                                                                                                                                                              , 2025-09-15  ,                    10
17051-Ye-61 , 26-17051  ,         61, Celeste Loops Earrings           , "Celeste Loops Earrings - Yellow Gold, Gold 14ct"         , Earrings                              , active, Yellow Gold, 14kt       , Standard,       0.0,           ,        0,             10,  3.7554399999999992, 18kt       ,  3.7554399999999992,                 0.64 ,                 0.64 ,               172.0,                 0.0,                 ,                 ,             ,                       ,                                            ,               , https://rareregalia.com/wp-content/uploads/2025/07/17051-Y1.jpg         , https://rareregalia.com/wp-content/uploads/2025/07/17051-Y1.jpg; https://rareregalia.com/wp-content/uploads/2025/07/17051-Y2.jpg; https://rareregalia.com/wp-content/uploads/2025/07/17051-Y3.jpg; https://rareregalia.com/wp-content/uploads/2025/07/17051-Y4.jpg                            ,            4,              ,                                                                                                                                                                              , 2025-09-15  ,                    10
17051-Ye-62 , 26-17051  ,         62, Celeste Loops Earrings           , "Celeste Loops Earrings - Yellow Gold, Gold 18ct"         , Earrings                              , active, Yellow Gold, 14kt       , Standard,       0.0,           ,        0,             10,  3.7554399999999992, 18kt       ,  3.7554399999999992,                 0.64 ,                 0.64 ,               172.0,                 0.0,                 ,                 ,             ,                       ,                                            ,               , https://rareregalia.com/wp-content/uploads/2025/07/17051-Y1.jpg         , https://rareregalia.com/wp-content/uploads/2025/07/17051-Y1.jpg; https://rareregalia.com/wp-content/uploads/2025/07/17051-Y2.jpg; https://rareregalia.com/wp-content/uploads/2025/07/17051-Y3.jpg; https://rareregalia.com/wp-content/uploads/2025/07/17051-Y4.jpg                            ,            4,              ,                                                                                                                                                                              , 2025-09-15  ,                    10
17073-Ro-63 , 27-17073  ,         63, Orla Spark Earring               , "Orla Spark Earring - Rose Gold, Gold 14ct"               , Earrings                              , active, Rose Gold  , 14kt       , Standard,       0.0,           ,        0,             10,  7.694130400000001 , 18kt       ,  7.694130400000001 ,                 1.39 ,                 1.39 ,                16.0,                 0.0,                 ,                 ,             ,                       ,                                            ,               , https://rareregalia.com/wp-content/uploads/2025/07/17073-R1.jpg         , https://rareregalia.com/wp-content/uploads/2025/07/17073-R1.jpg; https://rareregalia.com/wp-content/uploads/2025/07/17073-R2.jpg; https://rareregalia.com/wp-content/uploads/2025/07/17073-R3.jpg; https://rareregalia.com/wp-content/uploads/2025/07/17073-R4.jpg                            ,            4,              ,                                                                                                                                                                              , 2025-09-15  ,                    10
17073-Ro-64 , 27-17073  ,         64, Orla Spark Earring               , "Orla Spark Earring - Rose Gold, Gold 18ct"               , Earrings                              , active, Rose Gold  , 14kt       , Standard,       0.0,           ,        0,             10,  7.694130400000001 , 18kt       ,  7.694130400000001 ,                 1.39 ,                 1.39 ,                16.0,                 0.0,                 ,                 ,             ,                       ,                                            ,               , https://rareregalia.com/wp-content/uploads/2025/07/17073-R1.jpg         , https://rareregalia.com/wp-content/uploads/2025/07/17073-R1.jpg; https://rareregalia.com/wp-content/uploads/2025/07/17073-R2.jpg; https://rareregalia.com/wp-content/uploads/2025/07/17073-R3.jpg; https://rareregalia.com/wp-content/uploads/2025/07/17073-R4.jpg                            ,            4,              ,                                                                                                                                                                              , 2025-09-15  ,                    10
17073-Wh-65 , 27-17073  ,         65, Orla Spark Earring               , "Orla Spark Earring - White Gold, Gold 14ct"              , Earrings                              , active, White Gold , 14kt       , Standard,       0.0,           ,        0,             10,  7.694130400000001 , 18kt       ,  7.694130400000001 ,                 1.39 ,                 1.39 ,                16.0,                 0.0,                 ,                 ,             ,                       ,                                            ,               , https://rareregalia.com/wp-content/uploads/2025/07/17073-W1.jpg         , https://rareregalia.com/wp-content/uploads/2025/07/17073-W1.jpg; https://rareregalia.com/wp-content/uploads/2025/07/17073-W2.jpg; https://rareregalia.com/wp-content/uploads/2025/07/17073-W3.jpg; https://rareregalia.com/wp-content/uploads/2025/07/17073-W4.jpg                            ,            4,              ,                                                                                                                                                                              , 2025-09-15  ,                    10
17073-Wh-66 , 27-17073  ,         66, Orla Spark Earring               , "Orla Spark Earring - White Gold, Gold 18ct"              , Earrings                              , active, White Gold , 14kt       , Standard,       0.0,           ,        0,             10,  7.694130400000001 , 18kt       ,  7.694130400000001 ,                 1.39 ,                 1.39 ,                16.0,                 0.0,                 ,                 ,             ,                       ,                                            ,               , https://rareregalia.com/wp-content/uploads/2025/07/17073-W1.jpg         , https://rareregalia.com/wp-content/uploads/2025/07/17073-W1.jpg; https://rareregalia.com/wp-content/uploads/2025/07/17073-W2.jpg; https://rareregalia.com/wp-content/uploads/2025/07/17073-W3.jpg; https://rareregalia.com/wp-content/uploads/2025/07/17073-W4.jpg                            ,            4,              ,                                                                                                                                                                              , 2025-09-15  ,                    10
17073-Ye-67 , 27-17073  ,         67, Orla Spark Earring               , "Orla Spark Earring - Yellow Gold, Gold 14ct"             , Earrings                              , active, Yellow Gold, 14kt       , Standard,       0.0,           ,        0,             10,  7.694130400000001 , 18kt       ,  7.694130400000001 ,                 1.39 ,                 1.39 ,                16.0,                 0.0,                 ,                 ,             ,                       ,                                            ,               , https://rareregalia.com/wp-content/uploads/2025/07/17073-Y1.jpg         , https://rareregalia.com/wp-content/uploads/2025/07/17073-Y1.jpg; https://rareregalia.com/wp-content/uploads/2025/07/17073-Y2.jpg; https://rareregalia.com/wp-content/uploads/2025/07/17073-Y3.jpg; https://rareregalia.com/wp-content/uploads/2025/07/17073-Y4.jpg                            ,            4,              ,                                                                                                                                                                              , 2025-09-15  ,                    10
17073-Ye-68 , 27-17073  ,         68, Orla Spark Earring               , "Orla Spark Earring - Yellow Gold, Gold 18ct"             , Earrings                              , active, Yellow Gold, 14kt       , Standard,       0.0,           ,        0,             10,  7.694130400000001 , 18kt       ,  7.694130400000001 ,                 1.39 ,                 1.39 ,                16.0,                 0.0,                 ,                 ,             ,                       ,                                            ,               , https://rareregalia.com/wp-content/uploads/2025/07/17073-Y1.jpg         , https://rareregalia.com/wp-content/uploads/2025/07/17073-Y1.jpg; https://rareregalia.com/wp-content/uploads/2025/07/17073-Y2.jpg; https://rareregalia.com/wp-content/uploads/2025/07/17073-Y3.jpg; https://rareregalia.com/wp-content/uploads/2025/07/17073-Y4.jpg                            ,            4,              ,                                                                                                                                                                              , 2025-09-15  ,                    10
18048-Ro-69 , 28-18048  ,         69, Pixel love pendant               , "Pixel love pendant - Rose Gold, Gold 14ct"               , Pendants                              , active, Rose Gold  , 14kt       , Standard,   12651.0,           ,        0,             10,  1.4672591999999998, 18kt       ,  1.4672591999999998,                 0.03 ,                 0.03 ,                 0.0,                 1.0,                 ,                 ,             ,                       ,                                            ,               , https://rareregalia.com/wp-content/uploads/2025/07/18048-R1.jpg         , https://rareregalia.com/wp-content/uploads/2025/07/18048-R1.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18048-R2.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18048-R3.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18048-R4.jpg                            ,            4,              ,                                                                                                                                                                              , 2025-09-15  ,                    10
18048-Ro-70 , 28-18048  ,         70, Pixel love pendant               , "Pixel love pendant - Rose Gold, Gold 18ct"               , Pendants                              , active, Rose Gold  , 14kt       , Standard,   14856.0,           ,        0,             10,  1.4672591999999998, 18kt       ,  1.4672591999999998,                 0.03 ,                 0.03 ,                 0.0,                 1.0,                 ,                 ,             ,                       ,                                            ,               , https://rareregalia.com/wp-content/uploads/2025/07/18048-R1.jpg         , https://rareregalia.com/wp-content/uploads/2025/07/18048-R1.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18048-R2.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18048-R3.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18048-R4.jpg                            ,            4,              ,                                                                                                                                                                              , 2025-09-15  ,                    10
18048-Wh-71 , 28-18048  ,         71, Pixel love pendant               , "Pixel love pendant - White Gold, Gold 14ct"              , Pendants                              , active, White Gold , 14kt       , Standard,   12651.0,           ,        0,             10,  1.4672591999999998, 18kt       ,  1.4672591999999998,                 0.03 ,                 0.03 ,                 0.0,                 1.0,                 ,                 ,             ,                       ,                                            ,               , https://rareregalia.com/wp-content/uploads/2025/07/18048-W1.jpg         , https://rareregalia.com/wp-content/uploads/2025/07/18048-W1.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18048-W2.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18048-W3.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18048-W4.jpg                            ,            4,              ,                                                                                                                                                                              , 2025-09-15  ,                    10
18048-Wh-72 , 28-18048  ,         72, Pixel love pendant               , "Pixel love pendant - White Gold, Gold 18ct"              , Pendants                              , active, White Gold , 14kt       , Standard,   14856.0,           ,        0,             10,  1.4672591999999998, 18kt       ,  1.4672591999999998,                 0.03 ,                 0.03 ,                 0.0,                 1.0,                 ,                 ,             ,                       ,                                            ,               , https://rareregalia.com/wp-content/uploads/2025/07/18048-W1.jpg         , https://rareregalia.com/wp-content/uploads/2025/07/18048-W1.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18048-W2.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18048-W3.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18048-W4.jpg                            ,            4,              ,                                                                                                                                                                              , 2025-09-15  ,                    10
18048-Ye-73 , 28-18048  ,         73, Pixel love pendant               , "Pixel love pendant - Yellow Gold, Gold 14ct"             , Pendants                              , active, Yellow Gold, 14kt       , Standard,   12651.0,           ,        0,             10,  1.4672591999999998, 18kt       ,  1.4672591999999998,                 0.03 ,                 0.03 ,                 0.0,                 1.0,                 ,                 ,             ,                       ,                                            ,               , https://rareregalia.com/wp-content/uploads/2025/07/18048-Y1.jpg         , https://rareregalia.com/wp-content/uploads/2025/07/18048-Y1.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18048-Y2.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18048-Y3.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18048-Y4.jpg                            ,            4,              ,                                                                                                                                                                              , 2025-09-15  ,                    10
18048-Ye-74 , 28-18048  ,         74, Pixel love pendant               , "Pixel love pendant - Yellow Gold, Gold 18ct"             , Pendants                              , active, Yellow Gold, 14kt       , Standard,   14856.0,           ,        0,             10,  1.4672591999999998, 18kt       ,  1.4672591999999998,                 0.03 ,                 0.03 ,                 0.0,                 1.0,                 ,                 ,             ,                       ,                                            ,               , https://rareregalia.com/wp-content/uploads/2025/07/18048-Y1.jpg         , https://rareregalia.com/wp-content/uploads/2025/07/18048-Y1.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18048-Y2.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18048-Y3.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18048-Y4.jpg                            ,            4,              ,                                                                                                                                                                              , 2025-09-15  ,                    10
18049-Ro-75 , 29-18049  ,         75, Soul Spark Pendant               , "Soul Spark Pendant - Rose Gold, Gold 14ct"               , Pendants                              , active, Rose Gold  , 14kt       , Standard,   11556.0,           ,        0,             10,  1.32194           , 18kt       ,  1.32194           ,                 0.04 ,                 0.04 ,                 0.0,                 3.0,                 ,                 ,             ,                       ,                                            ,               , https://rareregalia.com/wp-content/uploads/2025/07/18049-R1.jpg         , https://rareregalia.com/wp-content/uploads/2025/07/18049-R1.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18049-R2.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18049-R3.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18049-R4.jpg                            ,            4,              ,                                                                                                                                                                              , 2025-09-15  ,                    10
18049-Ro-76 , 29-18049  ,         76, Soul Spark Pendant               , "Soul Spark Pendant - Rose Gold, Gold 18ct"               , Pendants                              , active, Rose Gold  , 14kt       , Standard,   13536.0,           ,        0,             10,  1.32194           , 18kt       ,  1.32194           ,                 0.04 ,                 0.04 ,                 0.0,                 3.0,                 ,                 ,             ,                       ,                                            ,               , https://rareregalia.com/wp-content/uploads/2025/07/18049-R1.jpg         , https://rareregalia.com/wp-content/uploads/2025/07/18049-R1.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18049-R2.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18049-R3.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18049-R4.jpg                            ,            4,              ,                                                                                                                                                                              , 2025-09-15  ,                    10
18049-Wh-77 , 29-18049  ,         77, Soul Spark Pendant               , "Soul Spark Pendant - White Gold, Gold 14ct"              , Pendants                              , active, White Gold , 14kt       , Standard,   11556.0,           ,        0,             10,  1.32194           , 18kt       ,  1.32194           ,                 0.04 ,                 0.04 ,                 0.0,                 3.0,                 ,                 ,             ,                       ,                                            ,               , https://rareregalia.com/wp-content/uploads/2025/07/18049-W1.jpg         , https://rareregalia.com/wp-content/uploads/2025/07/18049-W1.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18049-W2.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18049-W3.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18049-W4.jpg                            ,            4,              ,                                                                                                                                                                              , 2025-09-15  ,                    10
18049-Wh-78 , 29-18049  ,         78, Soul Spark Pendant               , "Soul Spark Pendant - White Gold, Gold 18ct"              , Pendants                              , active, White Gold , 14kt       , Standard,   13536.0,           ,        0,             10,  1.32194           , 18kt       ,  1.32194           ,                 0.04 ,                 0.04 ,                 0.0,                 3.0,                 ,                 ,             ,                       ,                                            ,               , https://rareregalia.com/wp-content/uploads/2025/07/18049-W1.jpg         , https://rareregalia.com/wp-content/uploads/2025/07/18049-W1.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18049-W2.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18049-W3.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18049-W4.jpg                            ,            4,              ,                                                                                                                                                                              , 2025-09-15  ,                    10
18049-Ye-79 , 29-18049  ,         79, Soul Spark Pendant               , "Soul Spark Pendant - Yellow Gold, Gold 14ct"             , Pendants                              , active, Yellow Gold, 14kt       , Standard,   11556.0,           ,        0,             10,  1.32194           , 18kt       ,  1.32194           ,                 0.04 ,                 0.04 ,                 0.0,                 3.0,                 ,                 ,             ,                       ,                                            ,               , https://rareregalia.com/wp-content/uploads/2025/07/18049-Y1.jpg         , https://rareregalia.com/wp-content/uploads/2025/07/18049-Y1.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18049-Y2.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18049-Y3.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18049-Y4.jpg                            ,            4,              ,                                                                                                                                                                              , 2025-09-15  ,                    10
18049-Ye-80 , 29-18049  ,         80, Soul Spark Pendant               , "Soul Spark Pendant - Yellow Gold, Gold 18ct"             , Pendants                              , active, Yellow Gold, 14kt       , Standard,   13536.0,           ,        0,             10,  1.32194           , 18kt       ,  1.32194           ,                 0.04 ,                 0.04 ,                 0.0,                 3.0,                 ,                 ,             ,                       ,                                            ,               , https://rareregalia.com/wp-content/uploads/2025/07/18049-Y1.jpg         , https://rareregalia.com/wp-content/uploads/2025/07/18049-Y1.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18049-Y2.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18049-Y3.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18049-Y4.jpg                            ,            4,              ,                                                                                                                                                                              , 2025-09-15  ,                    10
18004-Ro-81 , 30-18004  ,         81, Half of My Heart Pendant         , "Half of My Heart Pendant - Rose Gold, Gold 14ct"         , Pendants                              , active, Rose Gold  , 14kt       , Standard,    8258.0,           ,        0,             10,  0.7608847999999999, 18kt       ,  0.7608847999999999,                 0.13 ,                 0.13 ,                 0.0,                 2.0,                 ,                 ,             ,                       ,                                            ,               , https://rareregalia.com/wp-content/uploads/2025/07/18004-R1.jpg         , https://rareregalia.com/wp-content/uploads/2025/07/18004-R1.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18004-R2.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18004-R3.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18004-R4.jpg                            ,            4,              ,                                                                                                                                                                              , 2025-09-15  ,                    10
18004-Ro-82 , 30-18004  ,         82, Half of My Heart Pendant         , "Half of My Heart Pendant - Rose Gold, Gold 18ct"         , Pendants                              , active, Rose Gold  , 14kt       , Standard,    9398.0,           ,        0,             10,  0.7608847999999999, 18kt       ,  0.7608847999999999,                 0.13 ,                 0.13 ,                 0.0,                 2.0,                 ,                 ,             ,                       ,                                            ,               , https://rareregalia.com/wp-content/uploads/2025/07/18004-R1.jpg         , https://rareregalia.com/wp-content/uploads/2025/07/18004-R1.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18004-R2.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18004-R3.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18004-R4.jpg                            ,            4,              ,                                                                                                                                                                              , 2025-09-15  ,                    10
18004-Wh-83 , 30-18004  ,         83, Half of My Heart Pendant         , "Half of My Heart Pendant - White Gold, Gold 14ct"        , Pendants                              , active, White Gold , 14kt       , Standard,    8258.0,           ,        0,             10,  0.7608847999999999, 18kt       ,  0.7608847999999999,                 0.13 ,                 0.13 ,                 0.0,                 2.0,                 ,                 ,             ,                       ,                                            ,               , https://rareregalia.com/wp-content/uploads/2025/07/18004-W1.jpg         , https://rareregalia.com/wp-content/uploads/2025/07/18004-W1.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18004-W2.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18004-W3.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18004-W4.jpg                            ,            4,              ,                                                                                                                                                                              , 2025-09-15  ,                    10
18004-Wh-84 , 30-18004  ,         84, Half of My Heart Pendant         , "Half of My Heart Pendant - White Gold, Gold 18ct"        , Pendants                              , active, White Gold , 14kt       , Standard,    9398.0,           ,        0,             10,  0.7608847999999999, 18kt       ,  0.7608847999999999,                 0.13 ,                 0.13 ,                 0.0,                 2.0,                 ,                 ,             ,                       ,                                            ,               , https://rareregalia.com/wp-content/uploads/2025/07/18004-W1.jpg         , https://rareregalia.com/wp-content/uploads/2025/07/18004-W1.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18004-W2.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18004-W3.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18004-W4.jpg                            ,            4,              ,                                                                                                                                                                              , 2025-09-15  ,                    10
18004-Ye-85 , 30-18004  ,         85, Half of My Heart Pendant         , "Half of My Heart Pendant - Yellow Gold, Gold 14ct"       , Pendants                              , active, Yellow Gold, 14kt       , Standard,    8258.0,           ,        0,             10,  0.7608847999999999, 18kt       ,  0.7608847999999999,                 0.13 ,                 0.13 ,                 0.0,                 2.0,                 ,                 ,             ,                       ,                                            ,               , https://rareregalia.com/wp-content/uploads/2025/07/18004-Y1.jpg         , https://rareregalia.com/wp-content/uploads/2025/07/18004-Y1.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18004-Y2.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18004-Y3.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18004-Y4.jpg                            ,            4,              ,                                                                                                                                                                              , 2025-09-15  ,                    10
18004-Ye-86 , 30-18004  ,         86, Half of My Heart Pendant         , "Half of My Heart Pendant - Yellow Gold, Gold 18ct"       , Pendants                              , active, Yellow Gold, 14kt       , Standard,    9398.0,           ,        0,             10,  0.7608847999999999, 18kt       ,  0.7608847999999999,                 0.13 ,                 0.13 ,                 0.0,                 2.0,                 ,                 ,             ,                       ,                                            ,               , https://rareregalia.com/wp-content/uploads/2025/07/18004-Y1.jpg         , https://rareregalia.com/wp-content/uploads/2025/07/18004-Y1.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18004-Y2.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18004-Y3.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18004-Y4.jpg                            ,            4,              ,                                                                                                                                                                              , 2025-09-15  ,                    10
18013-Ro-87 , 31-18013  ,         87, Trinity of Love Pendant          , "Trinity of Love Pendant - Rose Gold, Gold 14ct"          , Pendants                              , active, Rose Gold  , 14kt       , Standard,   14384.0,           ,        0,             10,  1.4769304         , 18kt       ,  1.4769304         ,                 0.14 ,                 0.14 ,                 0.0,                22.0,                 ,                 ,             ,                       ,                                            ,               , https://rareregalia.com/wp-content/uploads/2025/07/18013-R1.jpg         , https://rareregalia.com/wp-content/uploads/2025/07/18013-R1.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18013-R2.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18013-R3.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18013-R4.jpg                            ,            4,              ,                                                                                                                                                                              , 2025-09-15  ,                    10
18013-Ro-88 , 31-18013  ,         88, Trinity of Love Pendant          , "Trinity of Love Pendant - Rose Gold, Gold 18ct"          , Pendants                              , active, Rose Gold  , 14kt       , Standard,   16604.0,           ,        0,             10,  1.4769304         , 18kt       ,  1.4769304         ,                 0.14 ,                 0.14 ,                 0.0,                22.0,                 ,                 ,             ,                       ,                                            ,               , https://rareregalia.com/wp-content/uploads/2025/07/18013-R1.jpg         , https://rareregalia.com/wp-content/uploads/2025/07/18013-R1.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18013-R2.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18013-R3.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18013-R4.jpg                            ,            4,              ,                                                                                                                                                                              , 2025-09-15  ,                    10
18013-Wh-89 , 31-18013  ,         89, Trinity of Love Pendant          , "Trinity of Love Pendant - White Gold, Gold 14ct"         , Pendants                              , active, White Gold , 14kt       , Standard,   14384.0,           ,        0,             10,  1.4769304         , 18kt       ,  1.4769304         ,                 0.14 ,                 0.14 ,                 0.0,                22.0,                 ,                 ,             ,                       ,                                            ,               , https://rareregalia.com/wp-content/uploads/2025/07/18013-W1.jpg         , https://rareregalia.com/wp-content/uploads/2025/07/18013-W1.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18013-W2.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18013-W3.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18013-W4.jpg                            ,            4,              ,                                                                                                                                                                              , 2025-09-15  ,                    10
18013-Wh-90 , 31-18013  ,         90, Trinity of Love Pendant          , "Trinity of Love Pendant - White Gold, Gold 18ct"         , Pendants                              , active, White Gold , 14kt       , Standard,   16604.0,           ,        0,             10,  1.4769304         , 18kt       ,  1.4769304         ,                 0.14 ,                 0.14 ,                 0.0,                22.0,                 ,                 ,             ,                       ,                                            ,               , https://rareregalia.com/wp-content/uploads/2025/07/18013-W1.jpg         , https://rareregalia.com/wp-content/uploads/2025/07/18013-W1.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18013-W2.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18013-W3.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18013-W4.jpg                            ,            4,              ,                                                                                                                                                                              , 2025-09-15  ,                    10
18013-Ye-91 , 31-18013  ,         91, Trinity of Love Pendant          , "Trinity of Love Pendant - Yellow Gold, Gold 14ct"        , Pendants                              , active, Yellow Gold, 14kt       , Standard,   14384.0,           ,        0,             10,  1.4769304         , 18kt       ,  1.4769304         ,                 0.14 ,                 0.14 ,                 0.0,                22.0,                 ,                 ,             ,                       ,                                            ,               , https://rareregalia.com/wp-content/uploads/2025/07/18013-Y1.jpg         , https://rareregalia.com/wp-content/uploads/2025/07/18013-Y1.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18013-Y2.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18013-Y3.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18013-Y4.jpg                            ,            4,              ,                                                                                                                                                                              , 2025-09-15  ,                    10
18013-Ye-92 , 31-18013  ,         92, Trinity of Love Pendant          , "Trinity of Love Pendant - Yellow Gold, Gold 18ct"        , Pendants                              , active, Yellow Gold, 14kt       , Standard,   16604.0,           ,        0,             10,  1.4769304         , 18kt       ,  1.4769304         ,                 0.14 ,                 0.14 ,                 0.0,                22.0,                 ,                 ,             ,                       ,                                            ,               , https://rareregalia.com/wp-content/uploads/2025/07/18013-Y1.jpg         , https://rareregalia.com/wp-content/uploads/2025/07/18013-Y1.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18013-Y2.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18013-Y3.jpg; https://rareregalia.com/wp-content/uploads/2025/07/18013-Y4.jpg                            ,            4,              ,                                                                                                                                                                              , 2025-09-15  ,                    10
